day,mint,symbol,decimals,avg_price
2026-01-16 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,0.9999013055555577
2026-01-16 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,4.0500000000000154e-06
2026-01-16 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,0.9999573298611123
2026-01-16 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.9996590347222214
2026-01-16 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,95101.83097222247
2026-01-16 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,3297.1506597222315
2026-01-17 00:00:00.000 UTC,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BSOL,9,182.94381944444436
2026-01-17 00:00:00.000 UTC,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,9,180.83750000000023
2026-01-17 00:00:00.000 UTC,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,6,4.913333333333306
2026-01-17 00:00:00.000 UTC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,9,167.66791666666697
2026-01-17 00:00:00.000 UTC,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,MSOL,9,195.0921874999996
2026-01-17 00:00:00.000 UTC,So11111111111111111111111111111111111111112,SOL,9,144.11888888888856
2026-01-17 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,1.0000478993055562
2026-01-17 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,4.0500000000000154e-06
2026-01-17 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,1.0000176770833304
2026-01-17 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.9997762395833312
2026-01-17 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,95091.96468750005
2026-01-17 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,3302.2618055555645
2026-01-18 00:00:00.000 UTC,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BSOL,9,179.92732638888899
2026-01-18 00:00:00.000 UTC,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,9,178.80138888888922
2026-01-18 00:00:00.000 UTC,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,6,4.893611111111108
2026-01-18 00:00:00.000 UTC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,9,165.74187499999957
2026-01-18 00:00:00.000 UTC,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,MSOL,9,192.84795138888896
2026-01-18 00:00:00.000 UTC,So11111111111111111111111111111111111111112,SOL,9,142.43211805555555
2026-01-18 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,4.0500000000000154e-06
2026-01-18 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,1.000239666666665
2026-01-18 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,1.0000500520833364
2026-01-18 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.9999901041666684
2026-01-18 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,94962.04059027768
2026-01-18 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,3324.000381944467
2026-01-19 00:00:00.000 UTC,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BSOL,9,170.13642361111064
2026-01-19 00:00:00.000 UTC,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,9,168.05079861111122
2026-01-19 00:00:00.000 UTC,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,6,4.741006944444362
2026-01-19 00:00:00.000 UTC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,9,155.76725694444426
2026-01-19 00:00:00.000 UTC,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,MSOL,9,181.19659722222252
2026-01-19 00:00:00.000 UTC,So11111111111111111111111111111111111111112,SOL,9,133.88972222222256
2026-01-19 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,1.0003411319444457
2026-01-19 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,3.7488194444444672e-06
2026-01-19 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,1.0001760104166686
2026-01-19 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.9999333749999955
2026-01-19 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,92691.0106250001
2026-01-19 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,3212.3678124999888
2026-01-20 00:00:00.000 UTC,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BSOL,9,164.79152777777801
2026-01-20 00:00:00.000 UTC,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,9,162.79857638888873
2026-01-20 00:00:00.000 UTC,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,6,4.652708333333369
2026-01-20 00:00:00.000 UTC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,9,150.88065972222176
2026-01-20 00:00:00.000 UTC,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,MSOL,9,175.54249999999976
2026-01-20 00:00:00.000 UTC,So11111111111111111111111111111111111111112,SOL,9,129.69986111111194
2026-01-20 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,1.0002372152777792
2026-01-20 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,3.6194444444443936e-06
2026-01-20 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,1.0001667638888905
2026-01-20 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.999414079861109
2026-01-20 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,90628.32937500012
2026-01-20 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,3082.8389930555572
2026-01-21 00:00:00.000 UTC,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BSOL,9,162.9026041666671
2026-01-21 00:00:00.000 UTC,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,9,160.94940972222247
2026-01-21 00:00:00.000 UTC,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,6,4.611354166666659
2026-01-21 00:00:00.000 UTC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,9,149.1377083333337
2026-01-21 00:00:00.000 UTC,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,MSOL,9,173.47552083333284
2026-01-21 00:00:00.000 UTC,So11111111111111111111111111111111111111112,SOL,9,128.23059027777782
2026-01-21 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,3.5304513888889354e-06
2026-01-21 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,1.0002434687500024
2026-01-21 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,1.000288649305556
2026-01-21 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.9993384201388898
2026-01-21 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,88989.64472222209
2026-01-21 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,2968.7968749999936
2026-01-22 00:00:00.000 UTC,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BSOL,9,164.2421180555565
2026-01-22 00:00:00.000 UTC,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,9,162.32826388888864
2026-01-22 00:00:00.000 UTC,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,6,4.635902777777786
2026-01-22 00:00:00.000 UTC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,9,150.44760416666742
2026-01-22 00:00:00.000 UTC,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,MSOL,9,174.99934027777837
2026-01-22 00:00:00.000 UTC,So11111111111111111111111111111111111111112,SOL,9,129.32288194444442
2026-01-22 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,3.5414930555555835e-06
2026-01-22 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,1.0001901527777781
2026-01-22 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,1.000138875000001
2026-01-22 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.9993792465277767
2026-01-22 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,89460.25208333282
2026-01-22 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,2981.910902777777
2026-01-23 00:00:00.000 UTC,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BSOL,9,162.52743055555575
2026-01-23 00:00:00.000 UTC,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,9,160.5593055555555
2026-01-23 00:00:00.000 UTC,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,6,4.613124999999988
2026-01-23 00:00:00.000 UTC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,9,148.7628472222228
2026-01-23 00:00:00.000 UTC,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,MSOL,9,173.0445138888894
2026-01-23 00:00:00.000 UTC,So11111111111111111111111111111111111111112,SOL,9,127.86635416666607
2026-01-23 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,1.0002977916666667
2026-01-23 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,3.519999999999932e-06
2026-01-23 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,1.0002547673611109
2026-01-23 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.9992944895833316
2026-01-23 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,89346.58281250006
2026-01-23 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,2950.128472222222
2026-01-24 00:00:00.000 UTC,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BSOL,9,161.76645833333356
2026-01-24 00:00:00.000 UTC,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,9,159.85121527777838
2026-01-24 00:00:00.000 UTC,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,6,4.60343750000006
2026-01-24 00:00:00.000 UTC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,9,148.1081597222227
2026-01-24 00:00:00.000 UTC,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,MSOL,9,172.29451388888867
2026-01-24 00:00:00.000 UTC,So11111111111111111111111111111111111111112,SOL,9,127.29364583333354
2026-01-24 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,3.519999999999932e-06
2026-01-24 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,1.0004109861111101
2026-01-24 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,1.00011164236111
2026-01-24 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.9991418333333351
2026-01-24 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,89261.69309027771
2026-01-24 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,2957.238645833341
2026-01-25 00:00:00.000 UTC,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BSOL,9,158.27256944444417
2026-01-25 00:00:00.000 UTC,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,9,156.3909374999996
2026-01-25 00:00:00.000 UTC,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,6,4.548437499999995
2026-01-25 00:00:00.000 UTC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,9,144.92187500000034
2026-01-25 00:00:00.000 UTC,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,MSOL,9,168.47909722222175
2026-01-25 00:00:00.000 UTC,So11111111111111111111111111111111111111112,SOL,9,124.4769444444442
2026-01-25 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,1.0005495243055555
2026-01-25 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,3.461805555555515e-06
2026-01-25 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,1.000049847222223
2026-01-25 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.9993173298611109
2026-01-25 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,87988.52343750001
2026-01-25 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,2906.4695138888856
2026-01-26 00:00:00.000 UTC,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BSOL,9,156.23486111111146
2026-01-26 00:00:00.000 UTC,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,9,154.38829861111108
2026-01-26 00:00:00.000 UTC,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,6,4.52222222222226
2026-01-26 00:00:00.000 UTC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,9,143.00430555555545
2026-01-26 00:00:00.000 UTC,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,MSOL,9,166.35937500000003
2026-01-26 00:00:00.000 UTC,So11111111111111111111111111111111111111112,SOL,9,122.92246527777785
2026-01-26 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,1.0002604097222212
2026-01-26 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,3.3237847222222353e-06
2026-01-26 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,1.0001968541666693
2026-01-26 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.9993626979166657
2026-01-26 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,87520.93729166668
2026-01-26 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,2894.2150694444545
2026-01-27 00:00:00.000 UTC,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BSOL,9,158.73472222222202
2026-01-27 00:00:00.000 UTC,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,9,156.77944444444475
2026-01-27 00:00:00.000 UTC,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,6,4.563923611111105
2026-01-27 00:00:00.000 UTC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,9,145.28996527777778
2026-01-27 00:00:00.000 UTC,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,MSOL,9,168.91833333333255
2026-01-27 00:00:00.000 UTC,So11111111111111111111111111111111111111112,SOL,9,124.79395833333356
2026-01-27 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,1.00022747222222
2026-01-27 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,3.3830902777776936e-06
2026-01-27 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,1.00033870138889
2026-01-27 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.9992396493055549
2026-01-27 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,88127.56510416664
2026-01-27 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,2944.747048611117
2026-01-28 00:00:00.000 UTC,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BSOL,9,160.96138888888922
2026-01-28 00:00:00.000 UTC,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,9,159.05708333333317
2026-01-28 00:00:00.000 UTC,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,6,4.608437500000036
2026-01-28 00:00:00.000 UTC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,9,147.36878472222227
2026-01-28 00:00:00.000 UTC,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,MSOL,9,171.3819444444448
2026-01-28 00:00:00.000 UTC,So11111111111111111111111111111111111111112,SOL,9,126.56149305555583
2026-01-28 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,1.0002928055555576
2026-01-28 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,3.750590277777846e-06
2026-01-28 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,1.0003521249999974
2026-01-28 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.9991224375000022
2026-01-28 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,89139.44475694449
2026-01-28 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,3010.836875000007
2026-01-29 00:00:00.000 UTC,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BSOL,9,154.06444444444497
2026-01-29 00:00:00.000 UTC,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,9,152.2099652777772
2026-01-29 00:00:00.000 UTC,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,6,4.49749999999999
2026-01-29 00:00:00.000 UTC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,9,141.13413194444465
2026-01-29 00:00:00.000 UTC,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,MSOL,9,164.08000000000038
2026-01-29 00:00:00.000 UTC,So11111111111111111111111111111111111111112,SOL,9,121.11906250000044
2026-01-29 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,3.7076041666666996e-06
2026-01-29 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,1.0002657048611119
2026-01-29 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,1.0002479201388863
2026-01-29 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.9989000277777775
2026-01-29 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,86582.44885416639
2026-01-29 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,2900.464270833324
2026-01-30 00:00:00.000 UTC,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BSOL,9,147.6839236111109
2026-01-30 00:00:00.000 UTC,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,9,145.9040277777778
2026-01-30 00:00:00.000 UTC,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,6,4.381493055555529
2026-01-30 00:00:00.000 UTC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,9,135.27274305555568
2026-01-30 00:00:00.000 UTC,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,MSOL,9,157.28868055555574
2026-01-30 00:00:00.000 UTC,So11111111111111111111111111111111111111112,SOL,9,116.12072916666594
2026-01-30 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,4.171111111111068e-06
2026-01-30 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,1.0003106562500022
2026-01-30 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,1.0003290555555553
2026-01-30 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.9988717361111138
2026-01-30 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,82911.34850694415
2026-01-30 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,2732.4559722222234
2026-01-31 00:00:00.000 UTC,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BSOL,9,142.58295138888883
2026-01-31 00:00:00.000 UTC,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,9,140.86517361111171
2026-01-31 00:00:00.000 UTC,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,6,4.289513888888891
2026-01-31 00:00:00.000 UTC,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,9,130.5463541666665
2026-01-31 00:00:00.000 UTC,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,MSOL,9,151.77184027777872
2026-01-31 00:00:00.000 UTC,So11111111111111111111111111111111111111112,SOL,9,112.03277777777758
2026-01-31 00:00:00.000 UTC,F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,USDC,6,3.934131944444469e-06
2026-01-31 00:00:00.000 UTC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,1.0003489756944435
2026-01-31 00:00:00.000 UTC,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,USDS,6,1.0005217604166694
2026-01-31 00:00:00.000 UTC,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,6,0.9990027395833309
2026-01-31 00:00:00.000 UTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,WBTC,8,81462.62236111122
2026-01-31 00:00:00.000 UTC,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,8,2578.7911111111202
